HPO,Name,Base term frequency,Propagated frequency
HP:0011655,Double outlet right ventricle with subaortic ventricular septal defect and pulmonary stenosis,5.33E-06,5.33E-06
HP:0009751,Aplasia of the pectoralis major muscle,5.33E-06,5.33E-06
HP:0011699,Atrial reentry tachycardia,5.33E-06,5.33E-06
HP:0010320,Abnormality of the 3rd toe,0,5.33E-06
HP:0011834,Moyamoya phenomenon,5.33E-06,5.33E-06
HP:0011937,Hypoplastic fifth toenail,5.33E-06,5.33E-06
HP:0011941,Anterior wedging of L2,5.33E-06,5.33E-06
HP:0012097,Intracranial dermoid cyst,5.33E-06,5.33E-06
HP:0012321,D-2-hydroxyglutaric aciduria,5.33E-06,5.33E-06
HP:0012340,Decreased resting energy expenditure,5.33E-06,5.33E-06
HP:0010558,Abnormality of the clivus,1.33E-06,5.33E-06
HP:0010618,Ovarian fibroma,5.33E-06,5.33E-06
HP:0010714,2-4 toe syndactyly,5.33E-06,5.33E-06
HP:0010729,Cherry red spot of the macula,5.33E-06,5.33E-06
HP:0010752,Cleft mandible,5.33E-06,5.33E-06
HP:0030661,Vitreous snowballs,5.33E-06,5.33E-06
HP:0030730,Parietal meningocele,5.33E-06,5.33E-06
HP:0030767,Epignathus,5.33E-06,5.33E-06
HP:0010941,Aplasia of the nasal bone,5.33E-06,5.33E-06
HP:0025348,Abnormality of the corneal limbus,0,5.33E-06
HP:0025349,Limbal edema,5.33E-06,5.33E-06
HP:0012497,Reduced maximal expiratory pressure,5.33E-06,5.33E-06
HP:0030852,High pulse pressure,5.33E-06,5.33E-06
HP:0012619,Multiple bladder diverticula,5.33E-06,5.33E-06
HP:0025414,Pendulous urethral stricture,5.33E-06,5.33E-06
HP:0025489,Bladder duplication,5.33E-06,5.33E-06
HP:0025492,Microcoria,5.33E-06,5.33E-06
HP:0025493,Palmoplantar erythema,5.33E-06,5.33E-06
HP:0025500,Class II obesity,5.33E-06,5.33E-06
HP:0031684,Renal artery atherosclerosis,5.33E-06,5.33E-06
HP:0025010,Foveal atrophy,5.33E-06,5.33E-06
HP:0032023,Eosinophilic gallbladder infiltration,5.33E-06,5.33E-06
HP:0032173,Continuous diaphragm sign,5.33E-06,5.33E-06
HP:0031062,Impaired transferring ability,5.33E-06,5.33E-06
HP:0030036,Isothenuria,5.33E-06,5.33E-06
HP:0033166,Recurrent viral upper respiratory tract infections,5.33E-06,5.33E-06
HP:0031181,Necrolytic migratory erythema,5.33E-06,5.33E-06
HP:0040144,L-2-hydroxyglutaric aciduria,5.33E-06,5.33E-06
HP:0100818,Long thorax,5.33E-06,5.33E-06
HP:0200016,Acrokeratosis,5.33E-06,5.33E-06
HP:0031412,Abnormal telomere morphology,0,5.33E-06
HP:0031413,Short telomere length,5.33E-06,5.33E-06
HP:0030445,Pulmonary carcinoid tumor,5.33E-06,5.33E-06
HP:0410267,Intestinal hemangioma,5.33E-06,5.33E-06
HP:0430008,Accessory eyelid,5.33E-06,5.33E-06
HP:0500016,Abnormal cardiac MRI,5.33E-06,5.33E-06
HP:0500059,Retinopathy of prematurity zone I,5.33E-06,5.33E-06
HP:0500089,Optic nerve sheath meningioma,5.33E-06,5.33E-06
HP:0001327,Photosensitive myoclonic seizure,4.67E-06,4.67E-06
HP:0002703,Abnormality of skull ossification,6.67E-07,4.67E-06
HP:0002742,Recurrent Klebsiella infections,4.67E-06,4.67E-06
HP:0100039,Thickened cortex of bones,0,4.67E-06
HP:0003071,Flattened epiphysis,2.67E-06,4.67E-06
HP:0003086,Acromesomelia,4.67E-06,4.67E-06
HP:0003106,Subperiosteal bone resorption,4.67E-06,4.67E-06
HP:0003172,Abnormality of the pubic bone,0,4.67E-06
HP:0003434,Sensory ataxic neuropathy,4.67E-06,4.67E-06
HP:0040095,Neoplasm of the outer ear,0,4.67E-06
HP:0004464,Postauricular pit,4.67E-06,4.67E-06
HP:0004523,Long eyebrows,4.67E-06,4.67E-06
HP:0003733,Thigh hypertrophy,4.67E-06,4.67E-06
HP:0005054,Metaphyseal spurs,4.67E-06,4.67E-06
HP:0003862,Absent humerus,4.67E-06,4.67E-06
HP:0000935,Thickened cortex of long bones,4.67E-06,4.67E-06
HP:0004686,Short third metatarsal,4.67E-06,4.67E-06
HP:0010672,Abnormality of the third metatarsal bone,0,4.67E-06
HP:0040161,Localized osteoporosis,4.67E-06,4.67E-06
HP:0001700,Myocardial necrosis,4.67E-06,4.67E-06
HP:0010344,Deviation of the 5th toe,1.33E-06,4.67E-06
HP:0001922,Vacuolated lymphocytes,4.67E-06,4.67E-06
HP:0005984,Elevated maternal serum alpha-fetoprotein,4.67E-06,4.67E-06
HP:0006135,Decreased finger mobility,4.67E-06,4.67E-06
HP:0006237,Prominent interphalangeal joints,3.33E-06,4.67E-06
HP:0006243,Phalangeal dislocation,4.67E-06,4.67E-06
HP:0006279,Beta-cell dysfunction,4.67E-06,4.67E-06
HP:0020054,Abnormal erythrocyte physiology,0,4.67E-06
HP:0006330,Rotated maxillary central incisors,4.67E-06,4.67E-06
HP:0006334,Hypoplasia of the primary teeth,4.67E-06,4.67E-06
HP:0006347,Microdontia of primary teeth,4.67E-06,4.67E-06
HP:0006471,Fixed elbow flexion,4.67E-06,4.67E-06
HP:0000679,Taurodontia,4.67E-06,4.67E-06
HP:0011071,Abnormality of permanent molar morphology,0,4.67E-06
HP:0000804,Xanthine nephrolithiasis,4.67E-06,4.67E-06
HP:0010830,Impaired tactile sensation,4.67E-06,4.67E-06
HP:0002340,Caudate atrophy,4.67E-06,4.67E-06
HP:0007374,Atrophy/Degeneration involving the caudate nucleus,0,4.67E-06
HP:0005197,Generalized morning stiffness,4.67E-06,4.67E-06
HP:0005207,Gastric hypertrophy,4.67E-06,4.67E-06
HP:0005580,Duplication of renal pelvis,4.67E-06,4.67E-06
HP:0007485,Absence of subcutaneous fat,4.67E-06,4.67E-06
HP:0007524,Atypical neurofibromatosis,4.67E-06,4.67E-06
HP:0007634,Nonarteritic anterior ischemic optic neuropathy,4.67E-06,4.67E-06
HP:0007707,Congenital aphakia,4.67E-06,4.67E-06
HP:0007795,Anterior cortical cataract,4.67E-06,4.67E-06
HP:0007900,Hypoplastic lacrimal duct,4.67E-06,4.67E-06
HP:0009087,Posteriorly placed tongue,4.67E-06,4.67E-06
HP:0011193,EEG with focal spikes,4.67E-06,4.67E-06
HP:0010332,Deviation of the 3rd toe,4.00E-06,4.67E-06
HP:0010583,Ivory epiphyses,4.67E-06,4.67E-06
HP:0011470,Nasogastric tube feeding in infancy,4.67E-06,4.67E-06
HP:0008197,Absence of pubertal development,4.67E-06,4.67E-06
HP:0008227,Pituitary resistance to thyroid hormone,4.67E-06,4.67E-06
HP:0008402,Ridged fingernail,4.67E-06,4.67E-06
HP:0008633,Agonadism,4.67E-06,4.67E-06
HP:0008717,Unilateral renal atrophy,4.67E-06,4.67E-06
HP:0008756,Bowing of the vocal cords,4.67E-06,4.67E-06
HP:0009724,Subungual fibromas,4.67E-06,4.67E-06
HP:0011727,Peroneal muscle weakness,4.67E-06,4.67E-06
HP:0011769,Ectopic parathyroid,4.67E-06,4.67E-06
HP:0011811,Impaired touch localization,4.67E-06,4.67E-06
HP:0009054,Scapuloperoneal myopathy,4.67E-06,4.67E-06
HP:0009064,Generalized lipodystrophy,4.67E-06,4.67E-06
HP:0009069,Lethal infantile mitochondrial myopathy,4.67E-06,4.67E-06
HP:0010455,Steep acetabular roof,4.67E-06,4.67E-06
HP:0012207,Reduced sperm motility,4.67E-06,4.67E-06
HP:0012130,Abnormal erythroid lineage cell morphology,0,4.67E-06
HP:0020047,Abnormal myeloid cell morphology,0,4.67E-06
HP:0012138,Granulocytic hyperplasia,4.67E-06,4.67E-06
HP:0010626,Anterior pituitary agenesis,4.67E-06,4.67E-06
HP:0010650,Hypoplasia of the premaxilla,4.67E-06,4.67E-06
HP:0030677,Mozart ear,4.67E-06,4.67E-06
HP:0025325,Sparse medial eyebrow,4.67E-06,4.67E-06
HP:0012493,Middle cerebral artery stenosis,4.67E-06,4.67E-06
HP:0012518,Abnormal circle of Willis morphology,0,4.67E-06
HP:0031772,Abnormal posterior circulating artery morphology,0,4.67E-06
HP:0012540,Axillary epidermoid cyst,4.67E-06,4.67E-06
HP:0011112,Abnormality of serum cytokine level,6.67E-07,4.67E-06
HP:0030851,Low pulse pressure,4.67E-06,4.67E-06
HP:0030868,Monorchism,4.67E-06,4.67E-06
HP:0031508,Abnormal thyroid hormone level,4.00E-06,4.67E-06
HP:0012571,Ureter fissus,4.67E-06,4.67E-06
HP:0012672,Akinetic mutism,4.67E-06,4.67E-06
HP:0011142,Age-related nuclear cataract,4.67E-06,4.67E-06
HP:0025479,Self-neglect,4.67E-06,4.67E-06
HP:0025513,Scleral rupture,4.67E-06,4.67E-06
HP:0025532,Positive pathergy test,4.67E-06,4.67E-06
HP:0025537,Plantar edema,4.67E-06,4.67E-06
HP:0012850,Small intestinal dysmotility,4.67E-06,4.67E-06
HP:0012890,Posteriorly placed anus,4.67E-06,4.67E-06
HP:0031524,Ampulla of Vater carcinoma,4.67E-06,4.67E-06
HP:0031673,Orthodromic atrioventricular reentrant tachycardia,4.67E-06,4.67E-06
HP:0031688,Erythroid dysplasia,4.67E-06,4.67E-06
HP:0031689,Megakaryocyte dysplasia,4.67E-06,4.67E-06
HP:0032509,Onychotillomania,4.67E-06,4.67E-06
HP:0032623,Renal intratubular casts,4.67E-06,4.67E-06
HP:0032105,Macrosaccadic oscillations,4.67E-06,4.67E-06
HP:0032200,Perivascular fibrosis,4.67E-06,4.67E-06
HP:0031015,Intrahepatic portal vein sclerosis,4.67E-06,4.67E-06
HP:0030040,Fused lumbar vertebrae,4.67E-06,4.67E-06
HP:0032372,Increased peripheral blast count,4.67E-06,4.67E-06
HP:0030154,Gallbladder perforation,4.67E-06,4.67E-06
HP:0030158,Cervical ectropion,4.67E-06,4.67E-06
HP:0033142,Long nasal bridge,4.67E-06,4.67E-06
HP:0041085,Compression-fractured vertebra,4.67E-06,4.67E-06
HP:0031143,Decreased hepatic echogenicity,4.67E-06,4.67E-06
HP:0040219,Absent natural killer cells,4.67E-06,4.67E-06
HP:0500033,Abnormal natural killer subset distribution,0,4.67E-06
HP:0100798,Fingernail dysplasia,4.67E-06,4.67E-06
HP:0100830,Round ear,4.67E-06,4.67E-06
HP:0031434,Abnormal speech prosody,1.33E-06,4.67E-06
HP:0200141,"Small, conical teeth",4.67E-06,4.67E-06
HP:0100318,Lafora bodies,4.67E-06,4.67E-06
HP:0500018,Abnormal cardiac exercise stress test,4.67E-06,4.67E-06
HP:0500091,Lymphangioma of the orbit,4.67E-06,4.67E-06
HP:0100719,Lens coloboma,4.67E-06,4.67E-06
HP:0002663,Delayed epiphyseal ossification,4.00E-06,4.00E-06
HP:0002690,Large sella turcica,4.00E-06,4.00E-06
HP:0004220,Short middle phalanx of the 5th finger,4.00E-06,4.00E-06
HP:0009161,Aplasia/Hypoplasia of the middle phalanx of the 5th finger,0,4.00E-06
HP:0006502,Aplasia/Hypoplasia involving the carpal bones,0,4.00E-06
HP:0006489,Abnormality of the femoral metaphysis,0,4.00E-06
HP:0004459,Exostosis of the external auditory canal,4.00E-06,4.00E-06
HP:0004470,Atretic occipital cephalocele,4.00E-06,4.00E-06
HP:0003646,Bicarbonaturia,4.00E-06,4.00E-06
HP:0011279,Abnormality of urine bicarbonate concentration,0,4.00E-06
HP:0003725,Firm muscles,4.00E-06,4.00E-06
HP:0000320,Bird-like facies,4.00E-06,4.00E-06
HP:0004704,Short fifth metatarsal,4.00E-06,4.00E-06
HP:0008089,Abnormality of the fifth metatarsal bone,0,4.00E-06
HP:0004783,Duodenal polyposis,4.00E-06,4.00E-06
HP:0030256,Small intestinal polyposis,0,4.00E-06
HP:0001530,Mild postnatal growth retardation,4.00E-06,4.00E-06
HP:0001717,Coronary artery calcification,4.00E-06,4.00E-06
HP:0010326,Deviation of the 2nd toe,3.33E-06,4.00E-06
HP:0005831,Type B brachydactyly,4.00E-06,4.00E-06
HP:0005876,Progressive flexion contractures,4.00E-06,4.00E-06
HP:0006155,Long phalanx of finger,4.00E-06,4.00E-06
HP:0006190,Radially deviated wrists,4.00E-06,4.00E-06
HP:0004911,Episodic metabolic acidosis,4.00E-06,4.00E-06
HP:0006308,Atrophy of alveolar ridges,4.00E-06,4.00E-06
HP:0006313,Widely spaced primary teeth,4.00E-06,4.00E-06
HP:0006329,Alveolar process hypoplasia,4.00E-06,4.00E-06
HP:0006336,Short dental roots,4.00E-06,4.00E-06
HP:0006490,Abnormality of lower-limb metaphyses,0,4.00E-06
HP:0006533,Bronchodysplasia,4.00E-06,4.00E-06
HP:0000749,Paroxysmal bursts of laughter,4.00E-06,4.00E-06
HP:0004959,Descending thoracic aorta aneurysm,4.00E-06,4.00E-06
HP:0004968,Recurrent cerebral hemorrhage,4.00E-06,4.00E-06
HP:0002068,Neuromuscular dysphagia,4.00E-06,4.00E-06
HP:0002161,Hyperlysinemia,4.00E-06,4.00E-06
HP:0010908,Abnormal circulating lysine concentration,0,4.00E-06
HP:0007103,Hypointensity of cerebral white matter on MRI,0,4.00E-06
HP:0000993,Molluscoid pseudotumors,4.00E-06,4.00E-06
HP:0001038,Warfarin-induced skin necrosis,4.00E-06,4.00E-06
HP:0002404,Thickened superior cerebellar peduncle,4.00E-06,4.00E-06
HP:0002472,Small cerebral cortex,4.00E-06,4.00E-06
HP:0002629,Gastrointestinal arteriovenous malformation,1.33E-06,4.00E-06
HP:0009123,Mixed hypo- and hyperpigmentation of the skin,0,4.00E-06
HP:0007505,Progressive hyperpigmentation,4.00E-06,4.00E-06
HP:0012751,Abnormal basal ganglia MRI signal intensity,2.67E-06,4.00E-06
HP:0007188,Congenital facial diplegia,4.00E-06,4.00E-06
HP:0007200,Episodic hypersomnia,4.00E-06,4.00E-06
HP:0007321,Deep white matter hypodensities,4.00E-06,4.00E-06
HP:0007695,Abnormal pupillary light reflex,4.00E-06,4.00E-06
HP:0007856,Punctate opacification of the cornea,6.67E-07,4.00E-06
HP:0007866,Retinal infarction,4.00E-06,4.00E-06
HP:0001233,2-3 finger syndactyly,4.00E-06,4.00E-06
HP:0011269,Bifid tragus,4.00E-06,4.00E-06
HP:0011341,Long upper lip,4.00E-06,4.00E-06
HP:0010173,Aplasia/Hypoplasia of the phalanges of the toes,0,4.00E-06
HP:0008277,Abnormal blood zinc concentration,6.67E-07,4.00E-06
HP:0040039,Onycholysis of fingernails,4.00E-06,4.00E-06
HP:0008491,Premature anterior fontanel closure,4.00E-06,4.00E-06
HP:0008733,Dysplastic testes,4.00E-06,4.00E-06
HP:0008883,Mild intrauterine growth retardation,4.00E-06,4.00E-06
HP:0008935,Generalized neonatal hypotonia,4.00E-06,4.00E-06
HP:0009464,Ulnar deviation of the 2nd finger,4.00E-06,4.00E-06
HP:0011503,Aplasia of the fovea,4.00E-06,4.00E-06
HP:0011524,Iris melanoma,4.00E-06,4.00E-06
HP:0011605,Congenitally corrected transposition of the great arteries with ventricular septal defect,4.00E-06,4.00E-06
HP:0011610,Type IV truncus arteriosus,4.00E-06,4.00E-06
HP:0009713,Spinal hemangioblastoma,4.00E-06,4.00E-06
HP:0011684,Non-restrictive ventricular septal defect,4.00E-06,4.00E-06
HP:0010281,Cleft lower lip,4.00E-06,4.00E-06
HP:0011773,Uninodular goiter,4.00E-06,4.00E-06
HP:0011853,Serous pericardial effusion,4.00E-06,4.00E-06
HP:0011917,Short 5th toe,4.00E-06,4.00E-06
HP:0011933,Elongated superior cerebellar peduncle,4.00E-06,4.00E-06
HP:0011953,Pulmonary lymphoma,4.00E-06,4.00E-06
HP:0012171,Stereotypical hand wringing,4.00E-06,4.00E-06
HP:0012178,Reduced natural killer cell activity,4.00E-06,4.00E-06
HP:0010884,Acromelia,4.00E-06,4.00E-06
HP:0012071,Abnormal circulating acetylcarnitine concentration,2.00E-06,4.00E-06
HP:0012081,Enlarged cerebellum,4.00E-06,4.00E-06
HP:0012271,Episodic upper airway obstruction,4.00E-06,4.00E-06
HP:0012272,J wave,4.00E-06,4.00E-06
HP:0010485,Hyperextensibility at elbow,4.00E-06,4.00E-06
HP:0010559,Vertical clivus,4.00E-06,4.00E-06
HP:0010569,Elevated 7-dehydrocholesterol,4.00E-06,4.00E-06
HP:0025096,Paroxysmal sneezing,4.00E-06,4.00E-06
HP:0025103,Umbilicated nodule,4.00E-06,4.00E-06
HP:0025219,Triggered by vaccination,4.00E-06,4.00E-06
HP:0025241,Flame-shaped retinal hemorrhage,4.00E-06,4.00E-06
HP:0012414,Duodenal atrophy,4.00E-06,4.00E-06
HP:0012419,Hyperoxemia,4.00E-06,4.00E-06
HP:0010820,Focal emotional seizure with crying,4.00E-06,4.00E-06
HP:0030499,Macular drusen,4.00E-06,4.00E-06
HP:0030529,Ring scotoma,4.00E-06,4.00E-06
HP:0030673,Erosive vitreoretinopathy,4.00E-06,4.00E-06
HP:0030722,Ectopic liver,4.00E-06,4.00E-06
HP:0030745,Dilatation of the ductus arteriosus,4.00E-06,4.00E-06
HP:0030762,Mesangiolysis,4.00E-06,4.00E-06
HP:0030764,Ochronosis,4.00E-06,4.00E-06
HP:0010934,Xanthinuria,4.00E-06,4.00E-06
HP:0012479,Temporomandibular joint crepitus,4.00E-06,4.00E-06
HP:0012510,Extra-axial cerebrospinal fluid accumulation,4.00E-06,4.00E-06
HP:0030855,Anterior staphyloma,4.00E-06,4.00E-06
HP:0012682,Pineal gland calcification,4.00E-06,4.00E-06
HP:0012705,Abnormal metabolic brain imaging by MRS,6.67E-07,4.00E-06
HP:0032179,Abnormal circulating globulin level,0,4.00E-06
HP:0025486,Fused labia majora,4.00E-06,4.00E-06
HP:0012747,Abnormal brainstem MRI signal intensity,3.33E-06,4.00E-06
HP:0025519,Multiple biliary hamartomas,4.00E-06,4.00E-06
HP:0025527,Serpiginous cutaneous lesion,4.00E-06,4.00E-06
HP:0025531,Harlequin phenomenon,4.00E-06,4.00E-06
HP:0031588,Unhappy demeanor,4.00E-06,4.00E-06
HP:0030321,Abnormal vertebral artery morphology,0,4.00E-06
HP:0020145,Calcium oxalate crystalluria,4.00E-06,4.00E-06
HP:0025040,Thalamic edema,4.00E-06,4.00E-06
HP:0031997,Early inspiratory crackles,4.00E-06,4.00E-06
HP:0032034,Upper eyelid laxity,4.00E-06,4.00E-06
HP:0032096,Abnormal manganese concentration,0,4.00E-06
HP:0032097,Hypermanganesemia,4.00E-06,4.00E-06
HP:0032102,Wilson sign,4.00E-06,4.00E-06
HP:0032122,Very low visual acuity,4.00E-06,4.00E-06
HP:0032229,Perinuclear antineutrophil antibody positivity,4.00E-06,4.00E-06
HP:0030996,Megaduodenum,4.00E-06,4.00E-06
HP:0031023,Multiple mucosal neuromas,4.00E-06,4.00E-06
HP:0031069,Abnormal femoral torsion,6.67E-07,4.00E-06
HP:0031086,Ectopic ovary,4.00E-06,4.00E-06
HP:0032346,Cutaneous lichen amyloidosis,4.00E-06,4.00E-06
HP:0030054,Perifollicular fibrosis,4.00E-06,4.00E-06
HP:0030274,Accessory scrotum,4.00E-06,4.00E-06
HP:0032508,Polyembolokoilamania,4.00E-06,4.00E-06
HP:0033186,Misalignment of the pulmonary veins,4.00E-06,4.00E-06
HP:0040111,Bilateral external ear deformity,4.00E-06,4.00E-06
HP:0031254,Thalamic arteriovenous malformation,4.00E-06,4.00E-06
HP:0031291,Ichthyosis follicularis,4.00E-06,4.00E-06
HP:0031296,Atrial septal hypertrophy,4.00E-06,4.00E-06
HP:0031314,Carotid artery calcification,4.00E-06,4.00E-06
HP:0045087,Hip joint hypermobility,4.00E-06,4.00E-06
HP:0100003,Peritoneal mesothelioma,4.00E-06,4.00E-06
HP:0100023,Recurrent hand flapping,4.00E-06,4.00E-06
HP:0100875,Hemimacroglossia,4.00E-06,4.00E-06
HP:0100885,Lateral venous anomaly,4.00E-06,4.00E-06
HP:0200028,Pretibial myxedema,4.00E-06,4.00E-06
HP:0200049,Upper limb hypertonia,4.00E-06,4.00E-06
HP:0200118,Malabsorption of Vitamin B12,4.00E-06,4.00E-06
HP:0200138,Bilateral choanal atresia/stenosis,4.00E-06,4.00E-06
HP:0030322,Vertebral artery hypoplasia,4.00E-06,4.00E-06
HP:0030413,Squamous cell carcinoma of the tongue,4.00E-06,4.00E-06
HP:0100493,Hypoammonemia,4.00E-06,4.00E-06
HP:0100635,Carotid paraganglioma,4.00E-06,4.00E-06
HP:0500069,Paralytic ectropion,4.00E-06,4.00E-06
HP:0100732,Pancreatic fibrosis,4.00E-06,4.00E-06
HP:0010850,EEG with spike-wave complexes,2.00E-06,3.33E-06
HP:0025057,Abnormality of olfactory lobe morphology,1.33E-06,3.33E-06
HP:0002688,Absent frontal sinuses,3.33E-06,3.33E-06
HP:0004243,Abnormality of the scaphoid,6.67E-07,3.33E-06
HP:0002726,Recurrent Staphylococcus aureus infections,3.33E-06,3.33E-06
HP:0002832,Calcific stippling,3.33E-06,3.33E-06
HP:0001498,Carpal bone hypoplasia,1.33E-06,3.33E-06
HP:0004330,Increased skull ossification,2.67E-06,3.33E-06
HP:0000946,Hypoplastic ilia,0,3.33E-06
HP:0003044,Shoulder flexion contracture,3.33E-06,3.33E-06
HP:0000149,Ovarian gonadoblastoma,3.33E-06,3.33E-06
HP:0003102,Increased carrying angle,3.33E-06,3.33E-06
HP:0003108,Hyperglycinuria,3.33E-06,3.33E-06
HP:0033099,Increased serine family amino acid in urine,0,3.33E-06
HP:0000191,Accessory oral frenulum,3.33E-06,3.33E-06
HP:0003237,Increased circulating IgG level,3.33E-06,3.33E-06
HP:0003274,Hypoplastic acetabulae,3.33E-06,3.33E-06
HP:0003344,3-Methylglutaric aciduria,3.33E-06,3.33E-06
HP:0003380,Decreased number of peripheral myelinated nerve fibers,2.00E-06,3.33E-06
HP:0003417,Coronal cleft vertebrae,3.33E-06,3.33E-06
HP:0003427,Thenar muscle weakness,3.33E-06,3.33E-06
HP:0003450,Axonal regeneration,3.33E-06,3.33E-06
HP:0004478,Ethmoidal encephalocele,3.33E-06,3.33E-06
HP:0003648,Lacticaciduria,3.33E-06,3.33E-06
HP:0003796,Irregular iliac crest,0,3.33E-06
HP:0010585,Small epiphyses,3.33E-06,3.33E-06
HP:0003863,Angulated humerus,3.33E-06,3.33E-06
HP:0004802,Episodic hemolytic anemia,3.33E-06,3.33E-06
HP:0001531,Failure to thrive in infancy,3.33E-06,3.33E-06
HP:0005645,Intervertebral disk calcification,3.33E-06,3.33E-06
HP:0001854,Podagra,3.33E-06,3.33E-06
HP:0001864,Clinodactyly of the 5th toe,3.33E-06,3.33E-06
HP:0005951,Progressive inspiratory stridor,3.33E-06,3.33E-06
HP:0010241,Short proximal phalanx of finger,3.33E-06,3.33E-06
HP:0006522,Repeated pneumothoraces,3.33E-06,3.33E-06
HP:0000710,Hyperorality,3.33E-06,3.33E-06
HP:0006690,Myocardial calcification,3.33E-06,3.33E-06
HP:0005008,Large joint dislocations,3.33E-06,3.33E-06
HP:0000857,Neonatal insulin-dependent diabetes mellitus,0,3.33E-06
HP:0000896,Rib exostoses,3.33E-06,3.33E-06
HP:0006899,Fusion of the cerebellar hemispheres,3.33E-06,3.33E-06
HP:0007009,Central nervous system degeneration,3.33E-06,3.33E-06
HP:0007096,Hypoplasia of the optic tract,3.33E-06,3.33E-06
HP:0011000,Aplasia/Hypoplasia of the optic tract,0,3.33E-06
HP:0005048,Synostosis of carpal bones,3.33E-06,3.33E-06
HP:0005070,Proximal radial head dislocation,3.33E-06,3.33E-06
HP:0005132,Pericardial constriction,3.33E-06,3.33E-06
HP:0005187,Progressive joint destruction,3.33E-06,3.33E-06
HP:0011957,Abnormal pectoral muscle morphology,0,3.33E-06
HP:0005304,Hypoplastic pulmonary veins,3.33E-06,3.33E-06
HP:0007392,Excessive wrinkled skin,6.67E-07,3.33E-06
HP:0010653,Abnormality of the falx cerebri,0,3.33E-06
HP:0011135,Aplasia/Hypoplasia of the sweat glands,0,3.33E-06
HP:0007351,Upper limb postural tremor,3.33E-06,3.33E-06
HP:0007731,Chorioretinal dysplasia,3.33E-06,3.33E-06
HP:0007755,Juvenile epithelial corneal dystrophy,3.33E-06,3.33E-06
HP:0007760,Crystalline corneal dystrophy,3.33E-06,3.33E-06
HP:0007802,Granular corneal dystrophy,3.33E-06,3.33E-06
HP:0040051,Abnormality of upper eyelashes,0,3.33E-06
HP:0007936,Restrictive external ophthalmoplegia,3.33E-06,3.33E-06
